id,label,tweet,,
562,none,@realDonaldTrump Are you proud of the fact that you have your stupid rallies and spread this virus. You refuse to follow CDC guidelines. You just do not care. Make fun of Biden all you want. Che is doing it the right way!!!! You will not win this election! Disgusting old man! ,,
563,offensive,@Benaskren He put it in because some crazy cunt was yelling at hime with no mask on. ,,
564,none,"Genuinely thought I would come out of this lockdown hench as fuck, but in reality I will be lucky to have only gained 2 stone come end of the month ",,
565,offensive,@msanonymousme "We're not here to take your fucking guns you stupid son of a bitch we're here to give you the fucking cure for the god damned coronavirus!" CoronaVaccine coronavirus COVID19 COVIDIOT HealthcareWorkers FirstResponders America @JoeBiden @KamalaHarris ,,
566,offensive,@GregAbbott_TX Open season for gangs and organized crime?? Jesus. You’re so desperate now you’re just making shit up! Focus on the COVID situation you fucked up and leave Austin the fuck alone - we don’t need you fucking up the city the way you fucked up the state. ,,
567,offensive,@PeteButtigieg The same dude that was taking money from China and Ukraine?? Fuck you very much ,,
568,offensive,Joe Biden said as soon as he gets in there he’s going to sign something to her 11 million immigrants can come to this country what about COVID-19 I could’ve debated Joe Biden and I would’ve totally called him and fucking idiot on TV ,,
569,offensive,@jjsmokkieBOY57 So I don't like assholes. Wear a damn mask and shut up. ,,
570,offensive,and fuck the 2 two white bitches who told my manger i was being rude bc i kept asking them to pull their mask up 🙂 ,,
571,none,Bruh put the damn mask on and stop being a pussy ,,
572,offensive,@IngrahamAngle As opposed to what? Letting everyone die? You’re so thoughtful Laura. Face it. Trump sycophants have completely fucked this country with how they handled the Coronavirus. Time for you jackasses to go. ,,
573,offensive,Who give a fuck about the police? They the main mothafuckas that break the peace. 🎵🎵 ,,
574,none,"@towntro If anyone knocks on your door and says that they need to stick a finger up your ass to test for corona virus, it's a scam. I feel so stupid now. ",,
575,none,Hi British public. You’re still required to wear a mask in public places. If you don’t wear one (and you’re not medically exempt) you’re a selfish prick. Or stupid. Or both. WEAR A MASK OVER YOUR MOUTH AND NOSE AND SAVE LIVES. THANKS. ,,
576,offensive,"@tedcruz @SherrodBrown @DanSullivan_AK Ted, this is getting old. Your take is an ostentatious signal of your stupidity on how the coronavirus actually spreads. You’re the ass for not protecting others. ",,
577,none,"This country can not survive another lockdown Partial or otherwise If you're hoping for one,you're an idiot ",,
578,none,should’ve been getting my tattoo today😢 fuck u lockdown ,,
579,none,@DonaldJTrumpJr Speaking if that... ALL OF THE TRUMP FUNDRAISING AMOUNTS ARE TO BE TRANSFERRED TO PAY FOR ALL CORONAVIRUS DEATHS AND FUNERALS CAUSED BY DONALD TRUMP'S IDIOTIC BEHAVIOR ,,
580,none,"Man fuck covid, I’m trying to travel already... ",,
581,none,"I do NOT need to feel you breathing down my neck, SPECIALLY during a fucking pandemic. Creep. ",,
582,none,@MarkSchaffer11 @Boyd82660064 @8NewsNow Hmmmm why would they become brain dead if vaccine injury is non existent???? Stop trolling. You’re the moron. ,,
583,offensive,"@PortlandPolice Translation, we did another pig riot tonight, while shooting loads of internationally banned chemical weapons at our citizens, during a global Pandemic. Then went home to beat our wives... Fuck these pigs. ",,
584,none,Who knew that if you eat shit you are exposed to disease and if you eat a lot of shit and you are fat you are more exposed? That’s Nobel Prize right there. ,,
585,offensive,"@axios Ask this cock sucker how much he makes a month. And has been during the whole pandemic. Georgia better do their thing, cause this asshole has to GO! ",,
586,offensive,@DrTedros Stop licking CCPChina asshole. The world is watching u. You are disgusting. ,,
587,offensive,gays should stop pretending to be the covid police cause no one believes you didn't meet someone to fuck with during and after the lockdown &gt;o&lt; ,,
588,offensive,Lololol eat a bag of Covid infected dicks @GregAbbott_TX ,,
589,none,@donwinslow @whca Trump just said the great flu pandemic of 1917 probably ended the Second World War. Are you fucking kidding me?! What an idiot! ,,
590,none,Lmaoooooo gates ass crazy ,,
591,none,Crowds run for cover as hundreds showered by falling fireworks All those who attended you must have a fucking screw loose in your head and your also thick bastards as we in a lockdown . It's people like you lot whi could end up spoiling Xmas for All ,,
592,none,FINALLY SOMEWHERE ACHIEVABLE AND IT'S FUCKING COVID HOURS I HATE IT HERE!!!! ,,
593,none,"PLEASE TO ANYONE WHO DOESNT TAKE PRECAUTIONS, COVID IS STILL FUCKING REAL. ",,
594,none,Wear a fucking mask ,,
595,none,@DonaldJTrumpJr Bye losers yipppeeee You're so stupid highest numbers today on virus scum ,,
596,offensive,@ScottWalker @mcuban GO LIVE IN CHINA YOU COMMI BASTARD ,,
597,offensive,A moratorium on eviction during a pandemic that prevents huge swaths of the population from working is a “progressive” notion in this country. America ain’t “that bitch” she’s always saying she is. She’s full of shit. Her lacefront looks dusty and her outfit is late... ,,
598,none,"I can just tell Seokjin hates this online concert shit, “CORONA YOU FAT WHORE GO AWAY” ~ Kim Seokjin ",,
599,none,Lucky the syd outbreak is happening because the "Wear. A. Fucking. Mask." market was about to dry up ,,
600,none,"@realDonaldTrump BREAKING ➡️ Hunter’s laptop shows his dad robbing from charity, paying off porn stars, running a fraudulent university, grabbing pussy, praising dictators, gassing protestors, caging children, evading taxes, obstructing justice, &amp; lying about a pandemic. Oh wait, that was Trump. ",,
601,offensive,@mertlewoodOre @Jackbro94162109 @itsrainingshrek Don’t use Rod Serling to push your weirdo selfish asshole agenda he would’ve worn a mask ❤️ ,,
602,none,If this ain’t me lmaoo so over this pandemic shit 😙✌🏼🔫 ,,
603,none,"Hey GOP, you know how you get upset when's athlete/artist talks about politics and you want them to ""stay in their lane""? Regarding vaccines, stay in your f*cking lane Dr.Fauci did not study epidemiology for six decades so you can soil his name with your dumb, uneducated mouth. ",,
604,offensive,@NYGovCuomo Stick your mask right up your arse hole ok? ,,
605,none,u idiots are just saying whatever cause you’re embarrassed mnet literally said it themselves everyone was taking their masks off and making out with the mic until bts kept them on 😭 ,,
606,none,this shit lame bruh. US banned from traveling to Europe. people dying like fuck. they tryna put the kids back in school so the jitts bring covid home to they people’s. this shit lame as fuck! ,,
607,offensive,@vallek3386 @globaltimesnews Your president is definitely asshole or stupid fool as Trump when facing pandemic crisis. ,,
608,offensive,"Recap: it started off as word porn about political leaders in China and then it turned into abduction, forced confession and jail sentence - in that order. The lesson to learn is that one should never call a whore, a whore. That’d piss whores off. ",,
609,none,"Governments and organisations that tell the public not to wear masks during the potential start of a pandemic, even if they eventually reverse course, are stupid as fuck. ",,
610,offensive,💥💥Put on the fucking mask or I'll kick your ass-Bakugou Katsuki💥💥 ___________________________ Serie: Boku No Hero Academia Personaje: Bakugou Katsuki Cosplayer: @akira__cosplay 🖌and📸: @akira.photography__ ____________________________ ,,
611,offensive,@Scaramucci @BarackObama @realDonaldTrump You really are a moron.. killercuomo is responsible for letting covid spread to a majority of the nation. Then to top it off he murdered thousands of senior citizens in his nursing homes.. You're such a rank opportunist. ,,
612,none,@Read4Ks @reesey333 It’s really as simple as telling people like you that the “pandemic” was 94% bullshit. ,,
613,none,@JamesRulez @proustmalone So you and everyone else used Amazon like crazy during the pandemic so they wouldn’t need to be unnecessarily exposed to the virus. Amazon provided a product that no other company can provide on their level... and after all that you’re made they made money. You’re an idiot ,,
614,none,My mama over here wildn in her dating life. Getting into entanglements and shit. In the middle of a fuckin pandemic 🤦🏽‍♀️ ,,
615,none,Who was the fucking moron congressman defending promoting use of hydroxychloroquine for COVID-19 on social media? He literally looks like he’s been hit with a brick one too many times. ,,
616,none,"@Alfiebengal @Joanna13071726 @notadoomster Yes 1020 hospital 1200 coronavirus, note I put coronavirus. Now test everybody admitted to hospital with a pcr test that's useless for isolating one virus and bingo. Idiot ",,
617,none,"So fucking bored with protesters acting like thugs, so bored with bullshit covid updates.....so bored with all this doom &amp; gloom ",,
618,none,psuedo science ass evidence is enough to make COVID not be valid? yeah fuck any nigga standing behind that ,,
619,none,I wanna fuck this man but my conscience won’t let me smh I hate this. I want to have fun I could die any day now because of covid lol ,,
620,offensive,"People wanting Trump to test positive for Covid are some serious sick fuckers. Like, how can you live with yourself? ",,
621,none,fuck u covid ,,
622,offensive,"@JillFilipovic Lotta angry bored people sitting around during the pandemic, starved for attention. And this person got the attention they wanted. You granted them biggest asshole. 🤦🏻‍♀️ ",,
623,offensive,@zellieimani Laying in bed with COVID. Karma bout to eat his ass up! ,,
624,none,"@JordanBrace8 Yes, the ole ""Set me up Game"" My ass. She is just a hypocrite. Just like many other leaders caught recently without masks while out in public, violating their own mask mandates. ",,
625,none,Shit. Fuckin covid ,,
626,none,My aunt who is a Teacher in Bullock County GA who tested positive for Covid today. The principle was upset with her for even getting tested and told her there was no need for alarm so not to tell anyone. FUCK. THIS. SHIT. ,,
627,none,@piersmorgan Fuck the lockdown this is a pile of shite now!!! ,,
628,none,@ayespuds 😂😂😂 aww fuck lmaoo good thing I have a mask on and away from his ass ahaha ,,
629,offensive,"Kungflu @PressSec If Kayleigh doesn't see the issue with this remark. Then Kayleigh, is also a racist ",,
630,offensive,Did Swalwell give us the China Virus 🦠 after all he was in bed with China who knows what all he spread! and we all know it’s not rumors! ,,
631,offensive,"@PTI_News If it goes in this way we(TG, AP , Maharashtra, Orissa etc)have wait for 2024 for our turn to Vaccine for Chinese Virus ",,
632,none,"@lsferguson Maybe you said on Twitter that 10,000 times ""China virus"" can really kill the virus, but you racist still live in fear of the epidemic, I enjoyed super security and 5 fried chicken legs in China😉 ",,
633,none,so trump called covid the china virus AGAIN... ,,
634,none,"If the WH miscreant can call it the Chinese virus, we can call it the trumpVirus45 since we know he’s responsible for countless spreaders to his base and his administration. Will this do for a naming donald? ",,
